extracurricularactivities,skills,location,yearofstudy,subjects,gpa,languages,clubmemberships,interestarea,gender
Coding Club,Public Speaking,Puducherry,Freshman,Biology,5.4,Japanese,"Sports Team, Coding Club",History,Male
Debate Club,"Leadership, Programming",Bihar,Freshman,History,5.96,"Japanese, English, French, Chinese, Spanish","Debate Club, Volunteer Group, Sports Team",History,Female
Art Club,"Programming, Public Speaking, Problem Solving, Leadership, Artistic, Data Analysis",Chhattisgarh,Freshman,Physics,7.18,"Spanish, German, English, Japanese, French","Music Club, Debate Club",Computer science,Male
Volunteer Group,"Leadership, Artistic",Goa,Freshman,Mathematics,7.36,"Chinese, Japanese, English, Spanish, French","Art Club, Debate Club, Volunteer Group",Computer science,Female
Sports Team,"Public Speaking, Artistic, Leadership, Data Analysis",Gujarat,Graduate,Biology,7.72,"German, Spanish, English, French, Chinese","Art Club, Volunteer Group, Music Club, Sports Team, Coding Club, Debate Club",Mathematics,Male
Sports Team,"Artistic, Data Analysis, Programming, Problem Solving",Haryana,Junior,Physics,6.68,"French, Japanese, English, German, Chinese","Coding Club, Art Club, Sports Team, Volunteer Group, Debate Club",History,Female
Sports Team,"Public Speaking, Leadership, Programming",Himachal Pradesh,Junior,Mathematics,7.06,"French, English, Japanese",Volunteer Group,Mathematics,Male
Volunteer Group,"Artistic, Problem Solving, Programming, Data Analysis",Jharkhand,Freshman,Biology,4.08,"Spanish, Japanese","Volunteer Group, Coding Club, Art Club, Sports Team, Debate Club, Music Club",Biology,Male
Volunteer Group,"Public Speaking, Leadership, Artistic, Programming",Karnataka,Graduate,Mathematics,7.2,"Chinese, Japanese, German, English, Spanish, French","Sports Team, Art Club",Computer science,Female
Art Club,Artistic,Kerala,Sophomore,History,6.76,"Chinese, German","Sports Team, Debate Club, Music Club",Mathematics,Female
Music Club,"Problem Solving, Data Analysis, Programming, Leadership, Artistic, Public Speaking",Madhya Pradesh,Junior,Psychology,6.36,English,Art Club,Mathematics,Female
Sports Team,"Data Analysis, Leadership, Problem Solving",Maharashtra,Freshman,Computer Science,7.6,English,"Music Club, Art Club, Coding Club, Volunteer Group, Sports Team, Debate Club",Computer science,Male
Music Club,Problem Solving,Manipur,Freshman,Mathematics,4.62,"German, Japanese, Spanish, English",Sports Team,History,Female
Debate Club,"Programming, Leadership",Meghalaya,Freshman,Psychology,6.02,"German, English, Chinese, Spanish, French",Volunteer Group,History,Male
Art Club,"Public Speaking, Programming, Artistic, Data Analysis, Problem Solving, Leadership",Mizoram,Senior,Psychology,7.36,Spanish,"Coding Club, Sports Team, Music Club, Debate Club",Computer science,Male
Coding Club,"Data Analysis, Leadership, Problem Solving, Public Speaking",Nagaland,Senior,Psychology,7.38,"Spanish, Chinese, English, German, Japanese","Sports Team, Volunteer Group, Art Club, Coding Club, Music Club, Debate Club",Computer science,Female
Debate Club,"Artistic, Problem Solving",Odisha,Junior,Psychology,5.66,"French, German, Spanish, Chinese",Music Club,Biology,Female
Debate Club,Leadership,Punjab,Sophomore,History,7.62,French,"Debate Club, Music Club, Coding Club, Volunteer Group, Art Club, Sports Team",Computer science,Male
Debate Club,"Problem Solving, Artistic",Rajasthan,Junior,History,6.38,"Spanish, German, Chinese","Coding Club, Music Club, Debate Club, Sports Team",Mathematics,Male
Coding Club,"Artistic, Data Analysis",Sikkim,Senior,History,4.12,"French, Chinese, German, Spanish, Japanese",Volunteer Group,History,Female
Sports Team,"Leadership, Artistic, Programming",Tamil Nadu,Sophomore,Mathematics,7.94,"Chinese, German","Coding Club, Volunteer Group",Mathematics,Female
Art Club,"Problem Solving, Artistic, Programming, Data Analysis, Public Speaking, Leadership",Telangana,Graduate,History,6.0,"German, Japanese","Sports Team, Coding Club",Biology,Female
Debate Club,"Programming, Public Speaking, Problem Solving, Leadership, Data Analysis",Tripura,Sophomore,Computer Science,6.54,"English, German",Volunteer Group,History,Male
Volunteer Group,"Data Analysis, Artistic, Public Speaking, Problem Solving, Programming",Uttar Pradesh,Graduate,Psychology,5.92,Japanese,"Sports Team, Volunteer Group, Music Club, Coding Club, Art Club",History,Male
Debate Club,"Problem Solving, Leadership, Public Speaking, Data Analysis",Uttarakhand,Graduate,Mathematics,6.62,English,"Debate Club, Coding Club, Sports Team, Art Club, Music Club, Volunteer Group",Computer science,Male
Art Club,"Problem Solving, Leadership, Programming, Artistic, Public Speaking, Data Analysis",West Bengal,Graduate,Psychology,7.62,"German, Chinese, Spanish, English, Japanese","Music Club, Sports Team, Coding Club, Debate Club, Art Club",Computer science,Male
Volunteer Group,"Problem Solving, Leadership, Data Analysis, Artistic",Andhra Pradesh,Junior,Computer Science,7.06,"Spanish, Japanese, English, German, Chinese, French",Art Club,Computer science,Male
Art Club,"Programming, Data Analysis, Artistic",Arunachal Pradesh,Senior,Psychology,7.8,Spanish,"Sports Team, Music Club",Computer science,Male
Volunteer Group,"Public Speaking, Leadership, Problem Solving, Programming, Data Analysis",Assam,Sophomore,Mathematics,6.02,"Japanese, Chinese, Spanish, German, English","Volunteer Group, Art Club, Music Club",History,Female
Volunteer Group,"Problem Solving, Artistic, Public Speaking, Data Analysis, Leadership, Programming",Andaman & Nicobar Islands,Senior,History,6.76,"French, German, English, Chinese, Spanish","Volunteer Group, Art Club, Coding Club, Debate Club",Mathematics,Male
Music Club,"Leadership, Programming, Artistic",Chandigarh,Freshman,History,5.86,"Japanese, Chinese, Spanish","Volunteer Group, Art Club, Sports Team",Biology,Male
Coding Club,"Artistic, Data Analysis, Public Speaking, Programming, Leadership",Dadra & Nagar Haveli and Daman & Diu,Graduate,Biology,6.36,"English, Japanese, German, French, Spanish, Chinese",Art Club,Mathematics,Male
Music Club,"Leadership, Programming",Delhi,Junior,Biology,6.54,"Chinese, English, German, Spanish, Japanese","Art Club, Coding Club",Biology,Female
Music Club,"Programming, Data Analysis, Public Speaking, Artistic, Leadership",Jammu & Kashmir,Junior,Computer Science,5.54,"German, English","Art Club, Debate Club, Volunteer Group",History,Male
Coding Club,"Programming, Artistic, Data Analysis, Leadership",Ladakh,Sophomore,Biology,6.44,"Spanish, English, French, German, Chinese, Japanese","Sports Team, Art Club",History,Male
Volunteer Group,"Programming, Artistic",Lakshadweep,Freshman,Psychology,6.38,"French, English, German, Japanese, Chinese, Spanish","Coding Club, Debate Club, Volunteer Group, Sports Team, Art Club",Biology,Female
Volunteer Group,"Public Speaking, Data Analysis",Puducherry,Sophomore,Mathematics,4.8,"German, Spanish, English, Japanese","Sports Team, Volunteer Group",Biology,Male
Coding Club,Programming,Bihar,Sophomore,Psychology,7.84,"English, French, German, Japanese","Sports Team, Art Club, Debate Club, Volunteer Group, Music Club",Mathematics,Male
Art Club,Artistic,Chhattisgarh,Junior,Biology,4.38,"German, Japanese, Spanish, English, French",Volunteer Group,History,Male
Coding Club,Leadership,Goa,Sophomore,History,4.02,"English, Spanish","Volunteer Group, Coding Club, Debate Club, Music Club, Art Club",Biology,Male
Volunteer Group,Programming,Gujarat,Graduate,Biology,4.24,"French, Japanese","Music Club, Debate Club, Coding Club, Art Club, Volunteer Group, Sports Team",History,Male
Sports Team,"Programming, Problem Solving, Data Analysis, Artistic, Public Speaking, Leadership",Haryana,Senior,Physics,6.18,"French, Chinese, Japanese","Music Club, Art Club",Biology,Female
Volunteer Group,"Leadership, Programming",Himachal Pradesh,Junior,Biology,5.28,Japanese,"Debate Club, Music Club, Coding Club, Sports Team, Volunteer Group",Biology,Female
Sports Team,Data Analysis,Jharkhand,Senior,Psychology,7.22,"Japanese, Spanish, French, English, German",Music Club,Computer science,Female
Music Club,"Artistic, Public Speaking",Karnataka,Graduate,History,5.7,"English, Chinese, Japanese, German, Spanish, French","Sports Team, Art Club, Volunteer Group, Coding Club, Debate Club",Computer science,Male
Music Club,"Problem Solving, Data Analysis, Leadership, Artistic",Kerala,Graduate,History,5.16,"French, Spanish, German, Japanese, Chinese","Volunteer Group, Coding Club",Mathematics,Male
Volunteer Group,"Data Analysis, Leadership, Artistic, Problem Solving, Public Speaking",Madhya Pradesh,Graduate,Computer Science,5.6,"French, Chinese","Music Club, Sports Team, Volunteer Group",History,Male
Music Club,"Public Speaking, Artistic, Programming, Data Analysis, Leadership, Problem Solving",Maharashtra,Freshman,Mathematics,4.28,"German, French","Sports Team, Coding Club, Debate Club, Art Club",Biology,Female
Music Club,"Leadership, Artistic, Data Analysis, Problem Solving, Public Speaking, Programming",Manipur,Freshman,History,6.38,"Chinese, Spanish, German, French, English, Japanese","Volunteer Group, Art Club, Sports Team, Debate Club",Computer science,Male
Debate Club,"Leadership, Problem Solving",Meghalaya,Freshman,Computer Science,5.04,Japanese,"Volunteer Group, Sports Team, Music Club, Art Club",Biology,Male
Debate Club,Programming,Mizoram,Senior,Computer Science,5.32,"French, Spanish, Japanese, German",Coding Club,Biology,Female
Sports Team,Data Analysis,Nagaland,Senior,Biology,7.86,"French, Spanish, Japanese, Chinese, English, German","Sports Team, Art Club, Music Club",Computer science,Male
Art Club,"Problem Solving, Artistic, Data Analysis",Odisha,Junior,Physics,6.96,"French, Spanish, German, English","Volunteer Group, Sports Team, Art Club, Coding Club, Debate Club",Biology,Female
Volunteer Group,"Data Analysis, Public Speaking, Artistic",Punjab,Sophomore,Physics,6.62,"Chinese, English, German, Spanish, Japanese","Volunteer Group, Coding Club",History,Female
Art Club,"Problem Solving, Leadership, Artistic, Data Analysis, Public Speaking, Programming",Rajasthan,Senior,Computer Science,7.0,"French, German",Sports Team,Computer science,Female
Music Club,"Problem Solving, Public Speaking, Programming, Leadership",Sikkim,Junior,Physics,7.52,"Japanese, German, French","Volunteer Group, Art Club, Coding Club, Sports Team",Computer science,Male
Music Club,"Public Speaking, Programming, Data Analysis",Tamil Nadu,Junior,Computer Science,5.38,"Japanese, English, Spanish, French, German, Chinese",Debate Club,Computer science,Male
Coding Club,"Leadership, Programming, Data Analysis, Artistic, Problem Solving",Telangana,Senior,Psychology,4.94,Japanese,"Volunteer Group, Debate Club, Sports Team, Music Club, Art Club, Coding Club",Biology,Male
Sports Team,"Public Speaking, Programming, Data Analysis",Tripura,Freshman,Computer Science,7.58,"French, German, Japanese, English","Debate Club, Sports Team, Art Club",Computer science,Male
Volunteer Group,Artistic,Uttar Pradesh,Freshman,Biology,6.68,"English, Japanese, Chinese, Spanish","Art Club, Music Club, Sports Team",Computer science,Male
Art Club,"Leadership, Artistic, Public Speaking, Programming, Problem Solving",Uttarakhand,Graduate,History,5.98,"French, Japanese",Music Club,Biology,Male
Volunteer Group,"Public Speaking, Artistic, Data Analysis, Leadership, Programming, Problem Solving",West Bengal,Junior,History,6.32,"French, Chinese, German, Japanese","Debate Club, Sports Team, Volunteer Group, Coding Club",History,Male
Debate Club,"Data Analysis, Artistic, Problem Solving, Programming, Public Speaking, Leadership",Andhra Pradesh,Senior,History,5.38,"English, Spanish",Debate Club,Mathematics,Female
Coding Club,"Programming, Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking",Arunachal Pradesh,Sophomore,Biology,6.12,"French, Japanese, Chinese, English, Spanish",Art Club,History,Male
Art Club,"Programming, Problem Solving, Data Analysis, Public Speaking, Artistic, Leadership",Assam,Senior,Biology,7.18,"Spanish, Japanese, German","Music Club, Debate Club, Coding Club",Mathematics,Female
Art Club,"Data Analysis, Leadership",Andaman & Nicobar Islands,Junior,Biology,6.48,"Spanish, English, Japanese, German, French","Sports Team, Volunteer Group",Biology,Male
Debate Club,"Programming, Data Analysis, Public Speaking, Problem Solving",Chandigarh,Sophomore,History,4.2,"German, Japanese, Spanish","Music Club, Coding Club, Sports Team",History,Male
Volunteer Group,"Data Analysis, Artistic, Public Speaking",Dadra & Nagar Haveli and Daman & Diu,Sophomore,Physics,6.98,Spanish,"Coding Club, Debate Club, Music Club, Volunteer Group, Art Club",History,Male
Volunteer Group,"Leadership, Problem Solving, Data Analysis",Delhi,Junior,Biology,4.12,"Japanese, English, Spanish, Chinese, French",Music Club,Biology,Female
Coding Club,"Programming, Public Speaking, Problem Solving, Artistic, Leadership, Data Analysis",Jammu & Kashmir,Sophomore,Physics,5.08,"French, German, Spanish, Chinese, English, Japanese",Music Club,Mathematics,Female
Sports Team,"Leadership, Public Speaking, Programming, Problem Solving",Ladakh,Sophomore,Biology,5.74,"Spanish, English, Chinese, German","Art Club, Debate Club",History,Female
Volunteer Group,"Leadership, Public Speaking",Lakshadweep,Freshman,Computer Science,6.52,"Chinese, English, French, German, Japanese","Music Club, Art Club, Debate Club, Coding Club, Sports Team, Volunteer Group",Computer science,Female
Coding Club,"Leadership, Problem Solving, Programming, Public Speaking",Puducherry,Freshman,Mathematics,6.14,"Japanese, Chinese, Spanish, English","Art Club, Volunteer Group, Debate Club, Sports Team, Coding Club",Biology,Male
Volunteer Group,Public Speaking,Bihar,Graduate,Computer Science,5.74,"Spanish, French, Chinese, German","Debate Club, Coding Club",History,Female
Sports Team,Leadership,Chhattisgarh,Junior,Mathematics,7.56,"German, Spanish, French","Coding Club, Music Club",Computer science,Male
Coding Club,"Programming, Public Speaking, Leadership, Artistic, Data Analysis",Goa,Freshman,Biology,6.54,"Chinese, Japanese, French","Volunteer Group, Art Club, Coding Club, Debate Club, Sports Team, Music Club",History,Male
Music Club,"Programming, Problem Solving, Artistic, Public Speaking, Leadership, Data Analysis",Gujarat,Graduate,Biology,5.0,"Spanish, English, French, Japanese","Music Club, Art Club, Volunteer Group",History,Female
Music Club,Data Analysis,Haryana,Senior,Mathematics,7.5,Spanish,"Sports Team, Coding Club",Mathematics,Female
Coding Club,"Programming, Problem Solving, Data Analysis",Himachal Pradesh,Graduate,Biology,5.06,"German, Japanese, English, French, Chinese","Music Club, Sports Team, Art Club, Coding Club, Volunteer Group",Computer science,Female
Volunteer Group,"Programming, Leadership, Public Speaking, Data Analysis, Problem Solving",Jharkhand,Graduate,Biology,6.94,"Spanish, English, Chinese","Debate Club, Art Club, Music Club, Coding Club, Sports Team, Volunteer Group",Biology,Female
Music Club,"Problem Solving, Public Speaking",Karnataka,Senior,History,7.28,"Spanish, English, French, Chinese","Music Club, Art Club, Sports Team, Debate Club",Computer science,Female
